"Sex_Age"	"estimate"	"species"	"iter"
"Male_Chick"	0.19918386592388	"Kittlitz's"	70
"Female_Adult"	0.8748521	"Kittlitz's"	71
"Male_Adult"	0.7802156	"Kittlitz's"	71
"Female_Juvenile"	0.4657726	"Kittlitz's"	71
"Male_Juvenile"	0.3695964	"Kittlitz's"	71
"Female_Chick"	0.108720209096634	"Kittlitz's"	71
"Male_Chick"	0.158038625741122	"Kittlitz's"	71
"Female_Adult"	0.9053755	"Kittlitz's"	72
"Male_Adult"	0.844021	"Kittlitz's"	72
"Female_Juvenile"	0.4648487	"Kittlitz's"	72
"Male_Juvenile"	0.4243263	"Kittlitz's"	72
"Female_Chick"	0.120581344654296	"Kittlitz's"	72
"Male_Chick"	0.124433826362786	"Kittlitz's"	72
"Female_Adult"	0.8332182	"Kittlitz's"	73
"Male_Adult"	0.819021	"Kittlitz's"	73
"Female_Juvenile"	0.3891128	"Kittlitz's"	73
"Male_Juvenile"	0.3199435	"Kittlitz's"	73
"Female_Chick"	0.226883879234626	"Kittlitz's"	73
"Male_Chick"	0.19050007252074	"Kittlitz's"	73
"Female_Adult"	0.8742564	"Kittlitz's"	74
"Male_Adult"	0.8678339	"Kittlitz's"	74
"Female_Juvenile"	0.4940058	"Kittlitz's"	74
"Male_Juvenile"	0.3444893	"Kittlitz's"	74
"Female_Chick"	0.130121799659759	"Kittlitz's"	74
"Male_Chick"	0.226485181246664	"Kittlitz's"	74
"Female_Adult"	0.89779	"Kittlitz's"	75
"Male_Adult"	0.8677216	"Kittlitz's"	75
"Female_Juvenile"	0.4266582	"Kittlitz's"	75
"Male_Juvenile"	0.2730035	"Kittlitz's"	75
"Female_Chick"	0.0837690753693583	"Kittlitz's"	75
"Male_Chick"	0.257392302630167	"Kittlitz's"	75
"Female_Adult"	0.8724552	"Kittlitz's"	76
"Male_Adult"	0.8561655	"Kittlitz's"	76
"Female_Juvenile"	0.3617999	"Kittlitz's"	76
"Male_Juvenile"	0.4290866	"Kittlitz's"	76
"Female_Chick"	0.163071451968982	"Kittlitz's"	76
"Male_Chick"	0.146252730722581	"Kittlitz's"	76
"Female_Adult"	0.851006	"Kittlitz's"	77
"Male_Adult"	0.8195362	"Kittlitz's"	77
"Female_Juvenile"	0.4064448	"Kittlitz's"	77
"Male_Juvenile"	0.2930145	"Kittlitz's"	77
"Female_Chick"	0.133532188064954	"Kittlitz's"	77
"Male_Chick"	0.0928855809361446	"Kittlitz's"	77
"Female_Adult"	0.8260589	"Kittlitz's"	78
"Male_Adult"	0.8200507	"Kittlitz's"	78
"Female_Juvenile"	0.4450471	"Kittlitz's"	78
"Male_Juvenile"	0.3237786	"Kittlitz's"	78
"Female_Chick"	0.170602411422747	"Kittlitz's"	78
"Male_Chick"	0.143777730940071	"Kittlitz's"	78
"Female_Adult"	0.8480843	"Kittlitz's"	79
"Male_Adult"	0.8579116	"Kittlitz's"	79
"Female_Juvenile"	0.4891287	"Kittlitz's"	79
"Male_Juvenile"	0.334948	"Kittlitz's"	79
"Female_Chick"	0.14236710161611	"Kittlitz's"	79
